SurveyID,ProjectID,LocationName,Date,Collectors,Longitude,Latitude,SurveyTypeID,Plot.Name,SpeciesVarietalCode,SpeciesVarietalName,Measurement,CanopyID,Woody_DBH_cm,Woody_Height_m,ProjCode,Genus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,89,,10,12.3,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,90,,9.1,6.22,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,91,,9,5.73,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,92,,13.2,12.7,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,SAGO,Salix gooddingii,93,,5.3,5,COSRP,Salix
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,94,,10.5,7.8,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,95,,12.2,9.9,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,96,,10.4,6.8,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,97,,17.7,13.1,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,98,,19.4,16.9,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,POFR,Populus fremontii,99,,7.7,7.1,COSRP,Populus
68,Cosumnes River Preserve,Cougar Wetlands,10/21/2012,"Patricia, Trisha, Channa, Paula, Mehrey",-121.4,38.26,Plant,CRP75,SAGO,Salix gooddingii,100,,19.8,14.07,COSRP,Salix
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,1,,11.1,4.5,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,2,,14.5,6.2,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,3,,8.5,4.9,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,4,,12.3,7.1,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,5,,13.5,8.1,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,6,,14.3,7.1,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,7,,20.9,8.9,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,8,,20.8,7.8,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,9,,17.2,7.3,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,10,,8.1,3.8,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,11,,25,10.4,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,12,,11.7,8.4,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,13,,20.1,9,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,14,,14.6,8.2,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,15,,19.7,7.1,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,16,,22.5,7.9,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,17,,16.6,8.1,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,QULO,Quercus lobata,18,,8.4,4.5,COSRP,Quercus
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,ACNE,Acer negundo,21,,7.02,1.27,COSRP,Acer
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,JUHI,Juglans hindsii,1,,12.4,7,COSRP,Juglans
69,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Chana, Eric, Mehrey",-121.4,38.26,Plant,CRP77,POFR,Populus fremontii,1,,28.7,20,COSRP,Populus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,1,,31.2,10.4,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,2,,16.3,6.6,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,3,,25.7,7.4,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,4,,7,6.6,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,5,,6.3,7.1,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,6,,10.9,9.9,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,FRLA,Fraxinus latifolia,7,,11.7,5.1,COSRP,Fraxinus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,FRLA,Fraxinus latifolia,8,,7.2,7.9,COSRP,Fraxinus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,FRLA,Fraxinus latifolia,9,,10.3,5.6,COSRP,Fraxinus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,10,,21,5.7,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,11,,18.5,7,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,12,,10.6,5.6,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,13,,19.8,9.6,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,14,,15.6,9.7,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,15,,22.7,9,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,16,,15.8,10,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,17,,7.4,5.8,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,18,,6.7,6.6,COSRP,Quercus
70,Cosumnes River Preserve,MacWorld Hort.,10/22/2012,"Jana, Suzanne, Zach",-121.39,38.26,Plant,CRP76,QULO,Quercus lobata,19,,15.2,7.6,COSRP,Quercus
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,1,,8,4.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,2,,15,10.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,3,,7.3,7.1,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,4,,12.1,11.5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,5,,10.8,7.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,6,,8.5,7.3,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,7,,10.7,10,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,8,,7.5,5.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,9,,15.7,9.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,10,,16,11.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,11,,7.4,5.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,12,,7.1,7.3,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,13,,9.8,6.1,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,14,,10,6.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,15,,5.5,2.5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,16,,7.1,6.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,17,,10.1,8.1,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,18,,13.4,9.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,19,,9.8,6.5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,ACNE,Acer negundo,20,,18.9,6.8,COSRP,Acer
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,21,,8.1,8.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,22,,5.8,8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,23,,5.3,6.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,24,,9.2,7.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,25,,12.7,10.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,26,,8,1.5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,27,,16.5,9.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,28,,6.6,9.3,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,29,,5.2,5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,30,,11.2,8.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,31,,8.9,7.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,32,,9.6,7.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,33,,10.2,6.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,34,,6.5,4.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,35,,11.6,8.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,36,,13.2,8.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,37,,11,6.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,38,,9.2,6.3,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,39,,10.2,9.1,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,40,,14.2,7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,41,,14,12.1,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,42,,22.6,12.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,43,,15.8,9.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,44,,6.3,6.6,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,45,,15.1,10.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,46,,10.9,4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,47,,20.5,8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,48,,22.1,10.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,49,,14,7.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,50,,17.8,9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,51,,6.2,8.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,52,,19.6,9.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,53,,17.1,9.7,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,54,,7,6.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,55,,9,8.8,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,56,,5,6.9,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,57,,12.5,6.5,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,58,,12.3,6.2,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,SALA6,Salix lasiolepis,59,,12.4,6.4,COSRP,Salix
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,FRLA,Fraxinus latifolia,9,,7,4.4,COSRP,Fraxinus
71,Cosumnes River Preserve,CRP Visitors Center,10/22/2012,"Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,Plant,CRP78,JUHI,Juglans hindsii,1,,12.4,7,COSRP,Juglans
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,1,,6.5,3.5,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,2,,6.3,3.7,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,QULO,Quercus lobata,3,,61.8,13.1,COSRP,Quercus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,VICA,Vitis californica,4,,8.6,13.1,COSRP,Vitis
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,5,,6.8,7.7,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,6,,5.5,7.2,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,7,,8,6.7,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,8,,5.2,6.6,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,9,,6.6,7,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,10,,8.5,7.3,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,11,,6.9,8.4,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,12,,6.6,9.3,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,13,,9.6,8.3,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,14,,6.4,7.1,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,15,,6.1,6.2,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,ACNE,Acer negundo,16,,6.3,3.7,COSRP,Acer
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,QULO,Quercus lobata,17,,9.9,4.4,COSRP,Quercus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,QULO,Quercus lobata,18,,50.8,22.8,COSRP,Quercus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,FRLA,Fraxinus latifolia,19,,5.8,5.8,COSRP,Fraxinus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,QULO,Quercus lobata,20,,56.6,19,COSRP,Quercus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,CEOC,Cephalanthus occidentalis,21,,6.9,5.3,COSRP,Cephalanthus
72,Cosumnes River Preserve,Tall Forest,9/13/2012,"M. Vaghti, K. MacMillen",-121.41,38.26,Plant,CRP37,CEOC,Cephalanthus occidentalis,22,,5.8,5.3,COSRP,Cephalanthus
