"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"1585",71,"Cosumnes River Preserve","CRP Visitors Center","10/22/2012","Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,"Plant","CRP78","SALA6","Salix lasiolepis",56,"",5,6.9,"CORP","Salix"
"1586",71,"Cosumnes River Preserve","CRP Visitors Center","10/22/2012","Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,"Plant","CRP78","SALA6","Salix lasiolepis",57,"",12.5,6.5,"CORP","Salix"
"1587",71,"Cosumnes River Preserve","CRP Visitors Center","10/22/2012","Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,"Plant","CRP78","SALA6","Salix lasiolepis",58,"",12.3,6.2,"CORP","Salix"
"1588",71,"Cosumnes River Preserve","CRP Visitors Center","10/22/2012","Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,"Plant","CRP78","SALA6","Salix lasiolepis",59,"",12.4,6.4,"CORP","Salix"
"1589",71,"Cosumnes River Preserve","CRP Visitors Center","10/22/2012","Ellen, Patricia, Trisha, Paula, mehrey",-121.44,38.26,"Plant","CRP78","FRLA","Fraxinus latifolia",9,"",7,4.4,"CORP","Fraxinus"
"1591",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",1,"",6.5,3.5,"CORP","Acer"
"1592",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",2,"",6.3,3.7,"CORP","Acer"
"1593",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",3,"",61.8,13.1,"CORP","Quercus"
"1595",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",5,"",6.8,7.7,"CORP","Acer"
"1596",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",6,"",5.5,7.2,"CORP","Acer"
"1597",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",7,"",8,6.7,"CORP","Acer"
"1598",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",8,"",5.2,6.6,"CORP","Acer"
"1599",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",9,"",6.6,7,"CORP","Acer"
"1600",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",10,"",8.5,7.3,"CORP","Acer"
"1601",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",11,"",6.9,8.4,"CORP","Acer"
"1602",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",12,"",6.6,9.3,"CORP","Acer"
"1603",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",13,"",9.6,8.3,"CORP","Acer"
"1604",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",14,"",6.4,7.1,"CORP","Acer"
"1605",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",15,"",6.1,6.2,"CORP","Acer"
"1606",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",16,"",6.3,3.7,"CORP","Acer"
"1607",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",17,"",9.9,4.4,"CORP","Quercus"
"1608",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",18,"",50.8,22.8,"CORP","Quercus"
"1609",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","FRLA","Fraxinus latifolia",19,"",5.8,5.8,"CORP","Fraxinus"
"1610",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",20,"",56.6,19,"CORP","Quercus"
"1613",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",23,"",5.1,8.1,"CORP","Acer"
"1614",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",24,"",22.1,17.4,"CORP","Quercus"
"1616",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",26,"",5.5,6.2,"CORP","Acer"
"1617",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",27,"",5,6.7,"CORP","Acer"
"1618",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",28,"",6,6,"CORP","Acer"
"1619",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",29,"",7.1,6.2,"CORP","Acer"
"1620",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",30,"",7.9,5.7,"CORP","Acer"
"1621",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",31,"",7.1,4,"CORP","Acer"
"1622",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",32,"",8.5,5.1,"CORP","Acer"
"1624",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",34,"",58.8,17.6,"CORP","Quercus"
"1625",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",35,"",6.3,4.2,"CORP","Acer"
"1626",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",36,"",5.2,5.1,"CORP","Acer"
"1627",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",37,"",82.5,25.1,"CORP","Quercus"
"1628",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",38,"",37.4,10,"CORP","Quercus"
"1629",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",1,"",24.7,10,"CORP","Fraxinus"
"1630",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",2,"",19.5,9.9,"CORP","Fraxinus"
"1631",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",3,"",76.5,29.9,"CORP","Populus"
"1632",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",4,"",55.2,29.1,"CORP","Populus"
"1633",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",5,"",95.9,29,"CORP","Populus"
"1634",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",6,"",14.5,4.2,"CORP","Fraxinus"
"1635",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",7,"",17.8,3.8,"CORP","Fraxinus"
"1636",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","QULO","Quercus lobata",8,"",31.9,19.2,"CORP","Quercus"
"1637",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","QULO","Quercus lobata",9,"",42.5,20,"CORP","Quercus"
"1638",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",10,"",21.1,14.6,"CORP","Fraxinus"
"1639",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",11,"",107.6,28.7,"CORP","Populus"
"1640",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",12,"",30.3,15.1,"CORP","Fraxinus"
"1641",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",13,"",19.2,4.5,"CORP","Fraxinus"
"1642",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",14,"",5.8,3.1,"CORP","Fraxinus"
"1643",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",1,"",33.2,8.4,"CORP","Quercus"
"1644",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",2,"",32.1,9.5,"CORP","Quercus"
"1645",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",3,"",27.3,9.1,"CORP","Quercus"
"1646",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",4,"",13,9.1,"CORP","Quercus"
"1647",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",5,"",14.7,18.3,"CORP","Quercus"
"1648",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",6,"",26.6,9.4,"CORP","Quercus"
"1649",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",7,"",17.9,6.5,"CORP","Quercus"
"1650",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",8,"",30.2,8.3,"CORP","Quercus"
"1651",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",9,"",21,8.3,"CORP","Quercus"
"1652",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",10,"",16.5,7,"CORP","Quercus"
"1653",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",11,"",32.5,8.4,"CORP","Quercus"
"1654",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",12,"",23.2,8.6,"CORP","Quercus"
"1655",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",13,"",21.2,8.6,"CORP","Quercus"
"1656",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",14,"",8.2,5.8,"CORP","Quercus"
"1657",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",15,"",5.2,5.8,"CORP","Quercus"
"1658",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",16,"",23.8,8.6,"CORP","Quercus"
"1659",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",17,"",5.2,3.4,"CORP","Quercus"
"1660",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",1,"",15.2,4.7,"CORP","Salix"
"1661",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",2,"",22.1,7.7,"CORP","Salix"
"1662",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",3,"",16.2,5.7,"CORP","Salix"
"1663",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",4,"",30.4,9.8,"CORP","Salix"
"1664",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",5,"",14.5,5.4,"CORP","Salix"
"1665",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",6,"",6.5,4.6,"CORP","Salix"
"1666",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",7,"",8.1,6.1,"CORP","Salix"
"1667",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",8,"",46.8,8.5,"CORP","Salix"
"1668",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",9,"",8,5.3,"CORP","Salix"
"1669",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",10,"",6.5,4.3,"CORP","Salix"
"1670",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",11,"",5.5,3.8,"CORP","Salix"
"1671",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",12,"",8.1,4.3,"CORP","Salix"
"1672",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",13,"",17,5.7,"CORP","Salix"
"1673",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",14,"",11.8,8.4,"CORP","Salix"
"1674",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",15,"",67.1,12.3,"CORP","Salix"
"1675",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",16,"",8.4,4.4,"CORP","Salix"
"1676",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",17,"",11.5,7.2,"CORP","Salix"
"1677",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",18,"",5.1,3.6,"CORP","Salix"
"1678",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","FRLA","Fraxinus latifolia",19,"",5,3.3,"CORP","Fraxinus"
"1679",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",20,"",28,12.9,"CORP","Populus"
"1680",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",21,"",33.7,13.7,"CORP","Populus"
"1681",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",22,"",22.5,13.3,"CORP","Populus"
"1682",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",23,"",25.8,13.5,"CORP","Populus"
"1683",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",24,"",29,13.1,"CORP","Populus"
"1684",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",25,"",32.8,13.4,"CORP","Populus"
"1687",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",3,"",76.6,25.5,"CORP","Quercus"
"1688",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",4,"",50.2,22.9,"CORP","Quercus"
"1690",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",6,"",9,5.5,"CORP","Quercus"
"1692",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",8,"",92.1,20.1,"CORP","Quercus"
"1694",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","FRLA","Fraxinus latifolia",10,"",20.2,9,"CORP","Fraxinus"
"1705",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",11,"",14.9,26.2,"CORP","Fraxinus"
"1706",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",12,"",26.2,10.9,"CORP","Fraxinus"
"1707",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",13,"",16.5,5.3,"CORP","Fraxinus"
"1708",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",14,"",47.5,11,"CORP","Fraxinus"
"1709",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",15,"",7,3.6,"CORP","Fraxinus"
"1711",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",17,"",44.1,13.6,"CORP","Fraxinus"
"1718",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","QULO","Quercus lobata",24,"",51,18.4,"CORP","Quercus"
"1720",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",1,"",25,9.8,"CORP","Fraxinus"
"1721",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",2,"",26.6,7.7,"CORP","Fraxinus"
"1722",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",3,"",12,4.8,"CORP","Fraxinus"
"1723",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",4,"",15.3,10.1,"CORP","Fraxinus"
"1724",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",5,"",31.2,8.6,"CORP","Fraxinus"
"1727",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",8,"",10.9,8.6,"CORP","Acer"
"1728",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",9,"",10.1,5.1,"CORP","Acer"
"1729",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",10,"",22.4,13.3,"CORP","Acer"
"1731",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",12,"",13.2,8.2,"CORP","Acer"
"1732",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",13,"",6.1,4.8,"CORP","Acer"
"1733",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","QULO","Quercus lobata",14,"",90.2,18.2,"CORP","Quercus"
"1734",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",15,"",54.3,18.2,"CORP","Fraxinus"
"1735",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",16,"",7.7,3.2,"CORP","Fraxinus"
"1736",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",17,"",6,4,"CORP","Fraxinus"
"1737",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",18,"",29.4,16.9,"CORP","Fraxinus"
"1738",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",19,"",37.2,8.2,"CORP","Fraxinus"
"1739",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",1,"",42.5,14.3,"CORP","Quercus"
"1740",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","FRLA","Fraxinus latifolia",2,"",8.5,5,"CORP","Fraxinus"
"1741",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",3,"",45,20,"CORP","Quercus"
"1742",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",4,"",18.2,8.6,"CORP","Acer"
"1743",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",5,"",7.5,3.1,"CORP","Acer"
"1745",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",7,"",5.2,4.1,"CORP","Acer"
"1746",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",8,"",87.2,21,"CORP","Quercus"
"1747",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",9,"",7,4,"CORP","Acer"
"1748",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",10,"",63.4,23.5,"CORP","Quercus"
"1749",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",11,"",9.3,5.5,"CORP","Quercus"
