# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-31 22:34:44 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11335000 COSUMNES R A MICHIGAN BAR CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11335000
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	11335000	1966-10-07	9.1	A
USGS	11335000	1966-10-08	11	A
USGS	11335000	1966-10-09	8.8	A
USGS	11335000	1966-10-10	8.2	A
USGS	11335000	1966-10-11	8.2	A
USGS	11335000	1966-10-12	8.2	A
USGS	11335000	1966-10-13	8.2	A
USGS	11335000	1966-10-14	7.9	A
USGS	11335000	1966-10-15	7.0	A
USGS	11335000	1966-10-16	7.9	A
USGS	11335000	1966-10-17	8.2	A
USGS	11335000	1966-10-18	8.5	A
USGS	11335000	1966-10-19	8.5	A
USGS	11335000	1966-10-20	8.8	A
USGS	11335000	1966-10-21	8.5	A
USGS	11335000	1966-10-22	8.8	A
USGS	11335000	1966-10-23	8.8	A
USGS	11335000	1966-10-24	8.8	A
USGS	11335000	1966-10-25	9.7	A
USGS	11335000	1966-10-26	9.1	A
USGS	11335000	1966-10-27	9.7	A
USGS	11335000	1966-10-28	9.7	A
USGS	11335000	1966-10-29	9.7	A
USGS	11335000	1966-10-30	9.7	A
USGS	11335000	1966-10-31	9.1	A
USGS	11335000	1966-11-01	9.7	A
USGS	11335000	1966-11-02	9.1	A
USGS	11335000	1966-11-03	9.1	A
USGS	11335000	1966-11-04	9.1	A
USGS	11335000	1966-11-05	9.1	A
USGS	11335000	1966-11-06	13	A
USGS	11335000	1966-11-07	17	A
USGS	11335000	1966-11-08	20	A
USGS	11335000	1966-11-09	30	A
USGS	11335000	1966-11-10	23	A
USGS	11335000	1966-11-11	21	A
USGS	11335000	1966-11-12	20	A
USGS	11335000	1966-11-13	19	A
USGS	11335000	1966-11-14	19	A
USGS	11335000	1966-11-15	19	A
USGS	11335000	1966-11-16	35	A
USGS	11335000	1966-11-17	134	A
USGS	11335000	1966-11-18	93	A
USGS	11335000	1966-11-19	68	A
USGS	11335000	1966-11-20	120	A
USGS	11335000	1966-11-21	267	A
USGS	11335000	1966-11-22	240	A
USGS	11335000	1966-11-23	161	A
USGS	11335000	1966-11-24	95	A
USGS	11335000	1966-11-25	68	A
USGS	11335000	1966-11-26	54	A
USGS	11335000	1966-11-27	47	A
USGS	11335000	1966-11-28	61	A
USGS	11335000	1966-11-29	129	A
USGS	11335000	1966-11-30	252	A
USGS	11335000	1966-12-01	201	A
USGS	11335000	1966-12-02	590	A
USGS	11335000	1966-12-03	1310	A
USGS	11335000	1966-12-04	576	A
USGS	11335000	1966-12-05	1410	A
USGS	11335000	1966-12-06	3750	A
USGS	11335000	1966-12-07	2490	A
USGS	11335000	1966-12-08	1170	A
USGS	11335000	1966-12-09	762	A
USGS	11335000	1966-12-10	634	A
USGS	11335000	1966-12-11	538	A
USGS	11335000	1966-12-12	442	A
USGS	11335000	1966-12-13	390	A
USGS	11335000	1966-12-14	355	A
USGS	11335000	1966-12-15	318	A
USGS	11335000	1966-12-16	290	A
USGS	11335000	1966-12-17	274	A
USGS	11335000	1966-12-18	258	A
USGS	11335000	1966-12-19	243	A
USGS	11335000	1966-12-20	236	A
USGS	11335000	1966-12-21	226	A
USGS	11335000	1966-12-22	215	A
USGS	11335000	1966-12-23	204	A
USGS	11335000	1966-12-24	190	A
USGS	11335000	1966-12-25	184	A
USGS	11335000	1966-12-26	177	A
USGS	11335000	1966-12-27	168	A
USGS	11335000	1966-12-28	152	A
USGS	11335000	1966-12-29	155	A
USGS	11335000	1966-12-30	155	A
USGS	11335000	1966-12-31	146	A
USGS	11335000	1967-01-01	139	A
USGS	11335000	1967-01-02	133	A
USGS	11335000	1967-01-03	128	A
USGS	11335000	1967-01-04	123	A
USGS	11335000	1967-01-05	123	A
USGS	11335000	1967-01-06	126	A
USGS	11335000	1967-01-07	113	A
USGS	11335000	1967-01-08	113	A
USGS	11335000	1967-01-09	113	A
USGS	11335000	1967-01-10	107	A
USGS	11335000	1967-01-11	105	A
USGS	11335000	1967-01-12	105	A
USGS	11335000	1967-01-13	105	A
USGS	11335000	1967-01-14	102	A
USGS	11335000	1967-01-15	100	A
USGS	11335000	1967-01-16	100	A
USGS	11335000	1967-01-17	97	A
USGS	11335000	1967-01-18	97	A
USGS	11335000	1967-01-19	93	A
USGS	11335000	1967-01-20	102	A
USGS	11335000	1967-01-21	3630	A
USGS	11335000	1967-01-22	6860	A
USGS	11335000	1967-01-23	1480	A
USGS	11335000	1967-01-24	2120	A
USGS	11335000	1967-01-25	2550	A
USGS	11335000	1967-01-26	1610	A
USGS	11335000	1967-01-27	2390	A
USGS	11335000	1967-01-28	1660	A
USGS	11335000	1967-01-29	4520	A
USGS	11335000	1967-01-30	4220	A
USGS	11335000	1967-01-31	5860	A
USGS	11335000	1967-02-01	3380	A
USGS	11335000	1967-02-02	2200	A
USGS	11335000	1967-02-03	1650	A
USGS	11335000	1967-02-04	1320	A
USGS	11335000	1967-02-05	1100	A
USGS	11335000	1967-02-06	970	A
USGS	11335000	1967-02-07	887	A
USGS	11335000	1967-02-08	824	A
USGS	11335000	1967-02-09	779	A
USGS	11335000	1967-02-10	762	A
USGS	11335000	1967-02-11	730	A
USGS	11335000	1967-02-12	714	A
USGS	11335000	1967-02-13	706	A
USGS	11335000	1967-02-14	730	A
USGS	11335000	1967-02-15	676	A
USGS	11335000	1967-02-16	655	A
USGS	11335000	1967-02-17	578	A
USGS	11335000	1967-02-18	538	A
USGS	11335000	1967-02-19	514	A
USGS	11335000	1967-02-20	478	A
USGS	11335000	1967-02-21	442	A
USGS	11335000	1967-02-22	415	A
USGS	11335000	1967-02-23	395	A
USGS	11335000	1967-02-24	390	A
USGS	11335000	1967-02-25	425	A
USGS	11335000	1967-02-26	420	A
USGS	11335000	1967-02-27	370	A
USGS	11335000	1967-02-28	355	A
USGS	11335000	1967-03-01	335	A
USGS	11335000	1967-03-02	330	A
USGS	11335000	1967-03-03	322	A
USGS	11335000	1967-03-04	340	A
USGS	11335000	1967-03-05	345	A
USGS	11335000	1967-03-06	340	A
USGS	11335000	1967-03-07	335	A
USGS	11335000	1967-03-08	330	A
USGS	11335000	1967-03-09	330	A
USGS	11335000	1967-03-10	326	A
USGS	11335000	1967-03-11	557	A
USGS	11335000	1967-03-12	1240	A
USGS	11335000	1967-03-13	2980	A
USGS	11335000	1967-03-14	2310	A
USGS	11335000	1967-03-15	1330	A
USGS	11335000	1967-03-16	5000	A
USGS	11335000	1967-03-17	6700	A
USGS	11335000	1967-03-18	4100	A
USGS	11335000	1967-03-19	3040	A
USGS	11335000	1967-03-20	2440	A
USGS	11335000	1967-03-21	2090	A
USGS	11335000	1967-03-22	1910	A
USGS	11335000	1967-03-23	1980	A
USGS	11335000	1967-03-24	2010	A
USGS	11335000	1967-03-25	1760	A
USGS	11335000	1967-03-26	1580	A
USGS	11335000	1967-03-27	1450	A
USGS	11335000	1967-03-28	1360	A
USGS	11335000	1967-03-29	1550	A
USGS	11335000	1967-03-30	1360	A
USGS	11335000	1967-03-31	1850	A
USGS	11335000	1967-04-01	1830	A
USGS	11335000	1967-04-02	1460	A
USGS	11335000	1967-04-03	1320	A
USGS	11335000	1967-04-04	1280	A
USGS	11335000	1967-04-05	1600	A
USGS	11335000	1967-04-06	2190	A
USGS	11335000	1967-04-07	5630	A
USGS	11335000	1967-04-08	2770	A
USGS	11335000	1967-04-09	2020	A
USGS	11335000	1967-04-10	1980	A
USGS	11335000	1967-04-11	2770	A
USGS	11335000	1967-04-12	2170	A
USGS	11335000	1967-04-13	1770	A
USGS	11335000	1967-04-14	1600	A
USGS	11335000	1967-04-15	1760	A
USGS	11335000	1967-04-16	1630	A
USGS	11335000	1967-04-17	1590	A
USGS	11335000	1967-04-18	3360	A
USGS	11335000	1967-04-19	2890	A
USGS	11335000	1967-04-20	2280	A
USGS	11335000	1967-04-21	2500	A
USGS	11335000	1967-04-22	2600	A
USGS	11335000	1967-04-23	2420	A
USGS	11335000	1967-04-24	2640	A
USGS	11335000	1967-04-25	2250	A
USGS	11335000	1967-04-26	1860	A
USGS	11335000	1967-04-27	1770	A
USGS	11335000	1967-04-28	1720	A
USGS	11335000	1967-04-29	1520	A
USGS	11335000	1967-04-30	1380	A
USGS	11335000	1967-05-01	1260	A
USGS	11335000	1967-05-02	1220	A
USGS	11335000	1967-05-03	1230	A
USGS	11335000	1967-05-04	1280	A
USGS	11335000	1967-05-05	1360	A
USGS	11335000	1967-05-06	1480	A
USGS	11335000	1967-05-07	1530	A
USGS	11335000	1967-05-08	1800	A
USGS	11335000	1967-05-09	2230	A
USGS	11335000	1967-05-10	3140	A
USGS	11335000	1967-05-11	2800	A
USGS	11335000	1967-05-12	2350	A
USGS	11335000	1967-05-13	2090	A
USGS	11335000	1967-05-14	1930	A
USGS	11335000	1967-05-15	1990	A
USGS	11335000	1967-05-16	2300	A
USGS	11335000	1967-05-17	2690	A
USGS	11335000	1967-05-18	2960	A
USGS	11335000	1967-05-19	2870	A
USGS	11335000	1967-05-20	2800	A
USGS	11335000	1967-05-21	2950	A
USGS	11335000	1967-05-22	3060	A
USGS	11335000	1967-05-23	2950	A
USGS	11335000	1967-05-24	2710	A
USGS	11335000	1967-05-25	2480	A
USGS	11335000	1967-05-26	2180	A
USGS	11335000	1967-05-27	1980	A
USGS	11335000	1967-05-28	1820	A
USGS	11335000	1967-05-29	1650	A
USGS	11335000	1967-05-30	1510	A
USGS	11335000	1967-05-31	1380	A
USGS	11335000	1967-06-01	1320	A
USGS	11335000	1967-06-02	1180	A
USGS	11335000	1967-06-03	1070	A
USGS	11335000	1967-06-04	1020	A
USGS	11335000	1967-06-05	1180	A
USGS	11335000	1967-06-06	1270	A
USGS	11335000	1967-06-07	1140	A
USGS	11335000	1967-06-08	1090	A
USGS	11335000	1967-06-09	1070	A
USGS	11335000	1967-06-10	1070	A
USGS	11335000	1967-06-11	1020	A
USGS	11335000	1967-06-12	990	A
USGS	11335000	1967-06-13	950	A
USGS	11335000	1967-06-14	914	A
USGS	11335000	1967-06-15	887	A
USGS	11335000	1967-06-16	896	A
USGS	11335000	1967-06-17	960	A
USGS	11335000	1967-06-18	960	A
USGS	11335000	1967-06-19	932	A
USGS	11335000	1967-06-20	887	A
USGS	11335000	1967-06-21	851	A
USGS	11335000	1967-06-22	824	A
USGS	11335000	1967-06-23	770	A
USGS	11335000	1967-06-24	714	A
USGS	11335000	1967-06-25	698	A
USGS	11335000	1967-06-26	690	A
USGS	11335000	1967-06-27	648	A
USGS	11335000	1967-06-28	613	A
USGS	11335000	1967-06-29	571	A
USGS	11335000	1967-06-30	544	A
USGS	11335000	1967-07-01	550	A
USGS	11335000	1967-07-02	514	A
USGS	11335000	1967-07-03	490	A
USGS	11335000	1967-07-04	425	A
USGS	11335000	1967-07-05	390	A
USGS	11335000	1967-07-06	355	A
USGS	11335000	1967-07-07	322	A
USGS	11335000	1967-07-08	302	A
USGS	11335000	1967-07-09	282	A
USGS	11335000	1967-07-10	266	A
USGS	11335000	1967-07-11	246	A
USGS	11335000	1967-07-12	229	A
USGS	11335000	1967-07-13	215	A
USGS	11335000	1967-07-14	204	A
USGS	11335000	1967-07-15	187	A
USGS	11335000	1967-07-16	177	A
USGS	11335000	1967-07-17	174	A
USGS	11335000	1967-07-18	161	A
USGS	11335000	1967-07-19	158	A
USGS	11335000	1967-07-20	149	A
USGS	11335000	1967-07-21	139	A
USGS	11335000	1967-07-22	131	A
USGS	11335000	1967-07-23	126	A
USGS	11335000	1967-07-24	120	A
USGS	11335000	1967-07-25	113	A
USGS	11335000	1967-07-26	110	A
USGS	11335000	1967-07-27	105	A
USGS	11335000	1967-07-28	97	A
USGS	11335000	1967-07-29	95	A
USGS	11335000	1967-07-30	95	A
USGS	11335000	1967-07-31	90	A
USGS	11335000	1967-08-01	84	A
USGS	11335000	1967-08-02	79	A
USGS	11335000	1967-08-03	77	A
USGS	11335000	1967-08-04	75	A
USGS	11335000	1967-08-05	75	A
USGS	11335000	1967-08-06	73	A
USGS	11335000	1967-08-07	68	A
USGS	11335000	1967-08-08	68	A
USGS	11335000	1967-08-09	66	A
USGS	11335000	1967-08-10	64	A
USGS	11335000	1967-08-11	64	A
USGS	11335000	1967-08-12	61	A
USGS	11335000	1967-08-13	59	A
USGS	11335000	1967-08-14	57	A
USGS	11335000	1967-08-15	56	A
USGS	11335000	1967-08-16	53	A
USGS	11335000	1967-08-17	50	A
USGS	11335000	1967-08-18	50	A
USGS	11335000	1967-08-19	47	A
USGS	11335000	1967-08-20	46	A
USGS	11335000	1967-08-21	46	A
USGS	11335000	1967-08-22	44	A
USGS	11335000	1967-08-23	46	A
USGS	11335000	1967-08-24	44	A
USGS	11335000	1967-08-25	44	A
USGS	11335000	1967-08-26	43	A
USGS	11335000	1967-08-27	43	A
USGS	11335000	1967-08-28	50	A
USGS	11335000	1967-08-29	47	A
USGS	11335000	1967-08-30	44	A
USGS	11335000	1967-08-31	42	A
USGS	11335000	1967-09-01	46	A
USGS	11335000	1967-09-02	50	A
USGS	11335000	1967-09-03	46	A
USGS	11335000	1967-09-04	42	A
USGS	11335000	1967-09-05	43	A
USGS	11335000	1967-09-06	44	A
USGS	11335000	1967-09-07	44	A
USGS	11335000	1967-09-08	39	A
USGS	11335000	1967-09-09	39	A
USGS	11335000	1967-09-10	39	A
USGS	11335000	1967-09-11	34	A
USGS	11335000	1967-09-12	34	A
USGS	11335000	1967-09-13	36	A
USGS	11335000	1967-09-14	32	A
USGS	11335000	1967-09-15	35	A
USGS	11335000	1967-09-16	29	A
USGS	11335000	1967-09-17	29	A
USGS	11335000	1967-09-18	29	A
USGS	11335000	1967-09-19	30	A
USGS	11335000	1967-09-20	39	A
USGS	11335000	1967-09-21	36	A
USGS	11335000	1967-09-22	35	A
USGS	11335000	1967-09-23	30	A
USGS	11335000	1967-09-24	30	A
USGS	11335000	1967-09-25	33	A
USGS	11335000	1967-09-26	34	A
USGS	11335000	1967-09-27	31	A
USGS	11335000	1967-09-28	31	A
USGS	11335000	1967-09-29	30	A
USGS	11335000	1967-09-30	30	A
USGS	11335000	1967-10-01	29	A
USGS	11335000	1967-10-02	32	A
USGS	11335000	1967-10-03	76	A
USGS	11335000	1967-10-04	155	A
USGS	11335000	1967-10-05	90	A
USGS	11335000	1967-10-06	71	A
USGS	11335000	1967-10-07	62	A
USGS	11335000	1967-10-08	57	A
USGS	11335000	1967-10-09	53	A
USGS	11335000	1967-10-10	49	A
USGS	11335000	1967-10-11	46	A
USGS	11335000	1967-10-12	42	A
USGS	11335000	1967-10-13	40	A
USGS	11335000	1967-10-14	40	A
USGS	11335000	1967-10-15	40	A
USGS	11335000	1967-10-16	39	A
USGS	11335000	1967-10-17	38	A
USGS	11335000	1967-10-18	36	A
USGS	11335000	1967-10-19	36	A
USGS	11335000	1967-10-20	36	A
USGS	11335000	1967-10-21	36	A
USGS	11335000	1967-10-22	38	A
USGS	11335000	1967-10-23	36	A
USGS	11335000	1967-10-24	38	A
USGS	11335000	1967-10-25	38	A
USGS	11335000	1967-10-26	36	A
USGS	11335000	1967-10-27	36	A
USGS	11335000	1967-10-28	36	A
USGS	11335000	1967-10-29	35	A
USGS	11335000	1967-10-30	35	A
USGS	11335000	1967-10-31	36	A
USGS	11335000	1967-11-01	36	A
USGS	11335000	1967-11-02	35	A
USGS	11335000	1967-11-03	35	A
USGS	11335000	1967-11-04	36	A
USGS	11335000	1967-11-05	38	A
USGS	11335000	1967-11-06	36	A
USGS	11335000	1967-11-07	36	A
USGS	11335000	1967-11-08	34	A
USGS	11335000	1967-11-09	35	A
USGS	11335000	1967-11-10	35	A
USGS	11335000	1967-11-11	34	A
USGS	11335000	1967-11-12	35	A
USGS	11335000	1967-11-13	36	A
USGS	11335000	1967-11-14	41	A
USGS	11335000	1967-11-15	61	A
USGS	11335000	1967-11-16	71	A
USGS	11335000	1967-11-17	54	A
USGS	11335000	1967-11-18	50	A
USGS	11335000	1967-11-19	145	A
USGS	11335000	1967-11-20	206	A
USGS	11335000	1967-11-21	110	A
USGS	11335000	1967-11-22	75	A
USGS	11335000	1967-11-23	62	A
USGS	11335000	1967-11-24	59	A
USGS	11335000	1967-11-25	56	A
USGS	11335000	1967-11-26	53	A
USGS	11335000	1967-11-27	53	A
USGS	11335000	1967-11-28	56	A
USGS	11335000	1967-11-29	62	A
USGS	11335000	1967-11-30	90	A
USGS	11335000	1967-12-01	136	A
USGS	11335000	1967-12-02	97	A
USGS	11335000	1967-12-03	82	A
USGS	11335000	1967-12-04	116	A
USGS	11335000	1967-12-05	385	A
USGS	11335000	1967-12-06	340	A
USGS	11335000	1967-12-07	204	A
USGS	11335000	1967-12-08	240	A
USGS	11335000	1967-12-09	171	A
USGS	11335000	1967-12-10	136	A
USGS	11335000	1967-12-11	120	A
USGS	11335000	1967-12-12	105	A
USGS	11335000	1967-12-13	90	A
USGS	11335000	1967-12-14	66	A
USGS	11335000	1967-12-15	53	A
USGS	11335000	1967-12-16	66	A
USGS	11335000	1967-12-17	86	A
USGS	11335000	1967-12-18	98	A
USGS	11335000	1967-12-19	113	A
USGS	11335000	1967-12-20	113	A
USGS	11335000	1967-12-21	100	A
USGS	11335000	1967-12-22	93	A
USGS	11335000	1967-12-23	88	A
USGS	11335000	1967-12-24	93	A
USGS	11335000	1967-12-25	93	A
USGS	11335000	1967-12-26	100	A
USGS	11335000	1967-12-27	113	A
USGS	11335000	1967-12-28	113	A
USGS	11335000	1967-12-29	113	A
USGS	11335000	1967-12-30	107	A
USGS	11335000	1967-12-31	100	A
USGS	11335000	1968-01-01	95	A
USGS	11335000	1968-01-02	93	A
USGS	11335000	1968-01-03	88	A
USGS	11335000	1968-01-04	79	A
USGS	11335000	1968-01-05	75	A
USGS	11335000	1968-01-06	77	A
USGS	11335000	1968-01-07	79	A
USGS	11335000	1968-01-08	84	A
USGS	11335000	1968-01-09	86	A
USGS	11335000	1968-01-10	133	A
USGS	11335000	1968-01-11	350	A
USGS	11335000	1968-01-12	208	A
USGS	11335000	1968-01-13	155	A
USGS	11335000	1968-01-14	139	A
USGS	11335000	1968-01-15	743	A
USGS	11335000	1968-01-16	788	A
USGS	11335000	1968-01-17	448	A
USGS	11335000	1968-01-18	306	A
USGS	11335000	1968-01-19	243	A
USGS	11335000	1968-01-20	212	A
USGS	11335000	1968-01-21	194	A
USGS	11335000	1968-01-22	177	A
USGS	11335000	1968-01-23	171	A
USGS	11335000	1968-01-24	168	A
USGS	11335000	1968-01-25	161	A
USGS	11335000	1968-01-26	155	A
USGS	11335000	1968-01-27	174	A
USGS	11335000	1968-01-28	184	A
USGS	11335000	1968-01-29	161	A
USGS	11335000	1968-01-30	1200	A
USGS	11335000	1968-01-31	1470	A
USGS	11335000	1968-02-01	620	A
USGS	11335000	1968-02-02	472	A
USGS	11335000	1968-02-03	557	A
USGS	11335000	1968-02-04	460	A
USGS	11335000	1968-02-05	390	A
USGS	11335000	1968-02-06	360	A
USGS	11335000	1968-02-07	340	A
USGS	11335000	1968-02-08	322	A
USGS	11335000	1968-02-09	318	A
USGS	11335000	1968-02-10	390	A
USGS	11335000	1968-02-11	345	A
USGS	11335000	1968-02-12	306	A
USGS	11335000	1968-02-13	286	A
USGS	11335000	1968-02-14	274	A
USGS	11335000	1968-02-15	262	A
USGS	11335000	1968-02-16	258	A
USGS	11335000	1968-02-17	556	A
USGS	11335000	1968-02-18	928	A
USGS	11335000	1968-02-19	804	A
USGS	11335000	1968-02-20	3290	A
USGS	11335000	1968-02-21	3150	A
USGS	11335000	1968-02-22	2120	A
USGS	11335000	1968-02-23	1660	A
USGS	11335000	1968-02-24	1510	A
USGS	11335000	1968-02-25	1140	A
USGS	11335000	1968-02-26	970	A
USGS	11335000	1968-02-27	833	A
USGS	11335000	1968-02-28	738	A
USGS	11335000	1968-02-29	676	A
USGS	11335000	1968-03-01	613	A
USGS	11335000	1968-03-02	557	A
USGS	11335000	1968-03-03	526	A
USGS	11335000	1968-03-04	502	A
USGS	11335000	1968-03-05	472	A
USGS	11335000	1968-03-06	448	A
USGS	11335000	1968-03-07	442	A
USGS	11335000	1968-03-08	897	A
USGS	11335000	1968-03-09	797	A
USGS	11335000	1968-03-10	606	A
USGS	11335000	1968-03-11	508	A
USGS	11335000	1968-03-12	466	A
USGS	11335000	1968-03-13	585	A
USGS	11335000	1968-03-14	950	A
USGS	11335000	1968-03-15	770	A
USGS	11335000	1968-03-16	887	A
USGS	11335000	1968-03-17	1330	A
USGS	11335000	1968-03-18	932	A
USGS	11335000	1968-03-19	746	A
USGS	11335000	1968-03-20	648	A
USGS	11335000	1968-03-21	606	A
USGS	11335000	1968-03-22	606	A
USGS	11335000	1968-03-23	592	A
USGS	11335000	1968-03-24	585	A
USGS	11335000	1968-03-25	592	A
USGS	11335000	1968-03-26	634	A
USGS	11335000	1968-03-27	627	A
USGS	11335000	1968-03-28	606	A
USGS	11335000	1968-03-29	627	A
USGS	11335000	1968-03-30	676	A
USGS	11335000	1968-03-31	690	A
USGS	11335000	1968-04-01	738	A
USGS	11335000	1968-04-02	860	A
USGS	11335000	1968-04-03	738	A
USGS	11335000	1968-04-04	669	A
USGS	11335000	1968-04-05	634	A
USGS	11335000	1968-04-06	599	A
USGS	11335000	1968-04-07	564	A
USGS	11335000	1968-04-08	538	A
USGS	11335000	1968-04-09	526	A
USGS	11335000	1968-04-10	514	A
USGS	11335000	1968-04-11	520	A
USGS	11335000	1968-04-12	514	A
USGS	11335000	1968-04-13	502	A
USGS	11335000	1968-04-14	478	A
USGS	11335000	1968-04-15	472	A
USGS	11335000	1968-04-16	448	A
USGS	11335000	1968-04-17	420	A
USGS	11335000	1968-04-18	390	A
USGS	11335000	1968-04-19	360	A
USGS	11335000	1968-04-20	350	A
USGS	11335000	1968-04-21	335	A
USGS	11335000	1968-04-22	318	A
USGS	11335000	1968-04-23	302	A
USGS	11335000	1968-04-24	294	A
USGS	11335000	1968-04-25	294	A
USGS	11335000	1968-04-26	286	A
USGS	11335000	1968-04-27	286	A
USGS	11335000	1968-04-28	282	A
USGS	11335000	1968-04-29	286	A
USGS	11335000	1968-04-30	290	A
USGS	11335000	1968-05-01	282	A
USGS	11335000	1968-05-02	278	A
USGS	11335000	1968-05-03	270	A
USGS	11335000	1968-05-04	262	A
USGS	11335000	1968-05-05	258	A
USGS	11335000	1968-05-06	243	A
USGS	11335000	1968-05-07	229	A
USGS	11335000	1968-05-08	215	A
USGS	11335000	1968-05-09	208	A
USGS	11335000	1968-05-10	198	A
USGS	11335000	1968-05-11	190	A
USGS	11335000	1968-05-12	187	A
USGS	11335000	1968-05-13	201	A
USGS	11335000	1968-05-14	294	A
USGS	11335000	1968-05-15	240	A
USGS	11335000	1968-05-16	215	A
USGS	11335000	1968-05-17	194	A
USGS	11335000	1968-05-18	177	A
USGS	11335000	1968-05-19	168	A
USGS	11335000	1968-05-20	168	A
USGS	11335000	1968-05-21	164	A
USGS	11335000	1968-05-22	164	A
USGS	11335000	1968-05-23	155	A
USGS	11335000	1968-05-24	146	A
USGS	11335000	1968-05-25	144	A
USGS	11335000	1968-05-26	141	A
USGS	11335000	1968-05-27	133	A
USGS	11335000	1968-05-28	126	A
USGS	11335000	1968-05-29	118	A
USGS	11335000	1968-05-30	113	A
USGS	11335000	1968-05-31	107	A
USGS	11335000	1968-06-01	102	A
USGS	11335000	1968-06-02	100	A
USGS	11335000	1968-06-03	95	A
USGS	11335000	1968-06-04	90	A
USGS	11335000	1968-06-05	88	A
USGS	11335000	1968-06-06	86	A
USGS	11335000	1968-06-07	95	A
USGS	11335000	1968-06-08	97	A
USGS	11335000	1968-06-09	95	A
USGS	11335000	1968-06-10	77	A
USGS	11335000	1968-06-11	73	A
USGS	11335000	1968-06-12	66	A
USGS	11335000	1968-06-13	66	A
USGS	11335000	1968-06-14	62	A
USGS	11335000	1968-06-15	54	A
USGS	11335000	1968-06-16	51	A
USGS	11335000	1968-06-17	51	A
USGS	11335000	1968-06-18	51	A
USGS	11335000	1968-06-19	46	A
USGS	11335000	1968-06-20	42	A
USGS	11335000	1968-06-21	42	A
USGS	11335000	1968-06-22	41	A
USGS	11335000	1968-06-23	39	A
USGS	11335000	1968-06-24	70	A
USGS	11335000	1968-06-25	68	A
USGS	11335000	1968-06-26	59	A
USGS	11335000	1968-06-27	44	A
USGS	11335000	1968-06-28	46	A
USGS	11335000	1968-06-29	39	A
USGS	11335000	1968-06-30	38	A
USGS	11335000	1968-07-01	39	A
USGS	11335000	1968-07-02	39	A
USGS	11335000	1968-07-03	40	A
USGS	11335000	1968-07-04	43	A
USGS	11335000	1968-07-05	44	A
USGS	11335000	1968-07-06	43	A
USGS	11335000	1968-07-07	42	A
USGS	11335000	1968-07-08	42	A
USGS	11335000	1968-07-09	46	A
USGS	11335000	1968-07-10	44	A
USGS	11335000	1968-07-11	50	A
USGS	11335000	1968-07-12	53	A
USGS	11335000	1968-07-13	51	A
USGS	11335000	1968-07-14	62	A
USGS	11335000	1968-07-15	77	A
USGS	11335000	1968-07-16	77	A
USGS	11335000	1968-07-17	77	A
USGS	11335000	1968-07-18	70	A
USGS	11335000	1968-07-19	54	A
USGS	11335000	1968-07-20	53	A
USGS	11335000	1968-07-21	51	A
USGS	11335000	1968-07-22	50	A
USGS	11335000	1968-07-23	51	A
USGS	11335000	1968-07-24	53	A
USGS	11335000	1968-07-25	53	A
USGS	11335000	1968-07-26	54	A
USGS	11335000	1968-07-27	54	A
USGS	11335000	1968-07-28	54	A
USGS	11335000	1968-07-29	53	A
USGS	11335000	1968-07-30	53	A
USGS	11335000	1968-07-31	53	A
USGS	11335000	1968-08-01	49	A
USGS	11335000	1968-08-02	50	A
USGS	11335000	1968-08-03	51	A
USGS	11335000	1968-08-04	47	A
USGS	11335000	1968-08-05	46	A
USGS	11335000	1968-08-06	44	A
USGS	11335000	1968-08-07	43	A
USGS	11335000	1968-08-08	40	A
USGS	11335000	1968-08-09	38	A
USGS	11335000	1968-08-10	39	A
USGS	11335000	1968-08-11	38	A
USGS	11335000	1968-08-12	42	A
USGS	11335000	1968-08-13	46	A
USGS	11335000	1968-08-14	46	A
USGS	11335000	1968-08-15	41	A
USGS	11335000	1968-08-16	40	A
USGS	11335000	1968-08-17	42	A
USGS	11335000	1968-08-18	44	A
USGS	11335000	1968-08-19	40	A
USGS	11335000	1968-08-20	54	A
USGS	11335000	1968-08-21	66	A
USGS	11335000	1968-08-22	44	A
USGS	11335000	1968-08-23	32	A
USGS	11335000	1968-08-24	27	A
USGS	11335000	1968-08-25	22	A
USGS	11335000	1968-08-26	19	A
USGS	11335000	1968-08-27	17	A
USGS	11335000	1968-08-28	16	A
USGS	11335000	1968-08-29	16	A
USGS	11335000	1968-08-30	16	A
USGS	11335000	1968-08-31	14	A
USGS	11335000	1968-09-01	14	A
USGS	11335000	1968-09-02	12	A
USGS	11335000	1968-09-03	12	A
USGS	11335000	1968-09-04	12	A
USGS	11335000	1968-09-05	12	A
